Player,Squad,MP,Starts,Min,90s,Goals,Seasons,League
Lucas Hernández,de Bayern Munich,8,7,570,6.3,0,2021-2022,UEFA
Theo Hernández,it Milan,5,5,450,5.0,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Ander Herrera,fr Paris S-G,6,4,326,3.6,1,2021-2022,UEFA
Héctor Herrera,es Atlético Madrid,4,2,228,2.5,0,2021-2022,UEFA
Callum Hudson-Odoi,eng Chelsea,5,3,288,3.2,1,2021-2022,UEFA
Mats Hummels,de Dortmund,5,5,355,3.9,0,2021-2022,UEFA
Atiba Hutchinson,tr Be?ikta?,4,2,156,1.7,0,2021-2022,UEFA
Vicente Iborra,es Villarreal,1,0,11,0.1,0,2021-2022,UEFA
Zlatan Ibrahimovi?,it Milan,4,1,163,1.8,0,2021-2022,UEFA
Mauro Icardi,fr Paris S-G,3,0,49,0.5,0,2021-2022,UEFA
Jonathan Ikone,fr Lille,5,3,297,3.3,1,2021-2022,UEFA
Josip Ili?i?,it Atalanta,4,3,248,2.8,1,2021-2022,UEFA
Gonçalo Inácio,pt Sporting CP,7,7,560,6.2,0,2021-2022,UEFA
Jo Inge Berget,se Malmö,5,5,437,4.9,0,2021-2022,UEFA
Bonke Innocent,se Malmö,6,6,493,5.5,0,2021-2022,UEFA
Zidane Iqbal,eng Manchester Utd,1,0,2,0.0,0,2021-2022,UEFA
Ismaily,ua Shakhtar,5,4,354,3.9,0,2021-2022,UEFA
José Izquierdo,be Club Brugge,1,0,9,0.1,0,2021-2022,UEFA
Reece James,eng Chelsea,6,5,506,5.6,1,2021-2022,UEFA
Gabriel Jesus,eng Manchester City,8,3,355,3.9,4,2021-2022,UEFA
Curtis Jones,eng Liverpool,4,2,186,2.1,0,2021-2022,UEFA
Frenkie de Jong,es Barcelona,6,6,522,5.8,0,2021-2022,UEFA
Luuk de Jong,es Barcelona,3,3,177,2.0,0,2021-2022,UEFA
Joan Jordán,es Sevilla,6,4,326,3.6,1,2021-2022,UEFA
Jorginho,eng Chelsea,8,7,557,6.2,2,2021-2022,UEFA
Diogo Jota,eng Liverpool,11,7,578,6.4,1,2021-2022,UEFA
Luka Jovi?,es Real Madrid,3,1,114,1.3,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Keston Julien,md Sheriff Tiraspol,3,0,55,0.6,0,2021-2022,UEFA
Vinicius Júnior,es Real Madrid,13,13,"1,193",13.3,4,2021-2022,UEFA
Pierre Kalulu,it Milan,5,2,215,2.4,0,2021-2022,UEFA
Kevin Kampl,de RB Leipzig,3,3,270,3.0,0,2021-2022,UEFA
Wilfried Kanga,ch Young Boys,5,0,79,0.9,0,2021-2022,UEFA
N'Golo Kanté,eng Chelsea,6,6,424,4.7,0,2021-2022,UEFA
Kenan Karaman,tr Be?ikta?,5,3,266,3.0,0,2021-2022,UEFA
Oleksandr Karavayev,ua Dynamo Kyiv,6,1,159,1.8,0,2021-2022,UEFA
Vyacheslav Karavayev,ru Zenit,4,4,297,3.3,0,2021-2022,UEFA
Moise Kean,it Juventus,6,1,172,1.9,1,2021-2022,UEFA
Tomasz K?dziora,ua Dynamo Kyiv,5,4,363,4.0,0,2021-2022,UEFA
Thilo Kehrer,fr Paris S-G,3,0,67,0.7,0,2021-2022,UEFA
Naby Keïta,eng Liverpool,10,5,489,5.4,1,2021-2022,UEFA
Mikhail Kerzhakov,ru Zenit,2,2,180,2.0,0,2021-2022,UEFA
Franck Kessié,it Milan,5,4,321,3.6,0,2021-2022,UEFA
Joshua Kimmich,de Bayern Munich,8,8,701,7.8,0,2021-2022,UEFA
Presnel Kimpembe,fr Paris S-G,7,7,630,7.0,0,2021-2022,UEFA
Simon Kjær,it Milan,3,3,270,3.0,0,2021-2022,UEFA
Maurits Kjærgaard,at RB Salzburg,4,0,42,0.5,1,2021-2022,UEFA
Davy Klaassen,nl Ajax,7,1,236,2.6,1,2021-2022,UEFA
Lukas Klostermann,de RB Leipzig,5,5,355,3.9,0,2021-2022,UEFA
Ansgar Knauff,de Dortmund,3,0,23,0.3,0,2021-2022,UEFA
Gregor Kobel,de Dortmund,6,6,540,6.0,0,2021-2022,UEFA
Philipp Köhn,at RB Salzburg,8,8,720,8.0,0,2021-2022,UEFA
Koke,es Atlético Madrid,9,9,659,7.3,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Aleksandar Kolarov,it Inter,1,0,6,0.1,0,2021-2022,UEFA
Dimitris Kolovos,md Sheriff Tiraspol,6,6,402,4.5,0,2021-2022,UEFA
Ibrahima Konaté,eng Liverpool,8,8,720,8.0,2,2021-2022,UEFA
Geoffrey Kondogbia,es Atlético Madrid,9,7,579,6.4,0,2021-2022,UEFA
Teun Koopmeiners,it Atalanta,5,2,212,2.4,0,2021-2022,UEFA
Viktor Korniienko,ua Shakhtar,2,1,83,0.9,0,2021-2022,UEFA
Jules Koundé,es Sevilla,5,5,450,5.0,0,2021-2022,UEFA
Mateo Kova?i?,eng Chelsea,6,5,425,4.7,0,2021-2022,UEFA
Kirill Kravtsov,ru Zenit,2,0,16,0.2,0,2021-2022,UEFA
Stanislav Kritsyuk,ru Zenit,4,4,360,4.0,0,2021-2022,UEFA
Toni Kroos,es Real Madrid,12,11,897,10.0,2,2021-2022,UEFA
Danil Krugovoy,ru Zenit,6,0,73,0.8,0,2021-2022,UEFA
Rade Kruni?,it Milan,4,3,250,2.8,0,2021-2022,UEFA
Serhiy Kryvtsov,ua Shakhtar,3,2,193,2.1,0,2021-2022,UEFA
Dejan Kulusevski,it Juventus,5,0,85,0.9,1,2021-2022,UEFA
Daniil Kuznetsov,ru Zenit,1,0,3,0.0,0,2021-2022,UEFA
Daler Kuzyaev,ru Zenit,4,3,255,2.8,1,2021-2022,UEFA
Maxence Lacroix,de Wolfsburg,6,6,540,6.0,0,2021-2022,UEFA
Konrad Laimer,de RB Leipzig,6,6,401,4.5,0,2021-2022,UEFA
Érik Lamela,es Sevilla,4,0,123,1.4,0,2021-2022,UEFA
Noa Lang,be Club Brugge,6,6,527,5.9,0,2021-2022,UEFA
Aymeric Laporte,eng Manchester City,9,9,791,8.8,0,2021-2022,UEFA
Cyle Larin,tr Be?ikta?,5,5,350,3.9,1,2021-2022,UEFA
Eric Larsson,se Malmö,4,3,275,3.1,0,2021-2022,UEFA
Sandro Lauper,ch Young Boys,6,5,463,5.1,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Valentino Lazaro,pt Benfica,6,1,117,1.3,0,2021-2022,UEFA
Rafael Leão,it Milan,4,4,291,3.2,1,2021-2022,UEFA
Jordan Lefort,ch Young Boys,3,2,167,1.9,0,2021-2022,UEFA
Thomas Lemar,es Atlético Madrid,8,5,375,4.2,0,2021-2022,UEFA
Clément Lenglet,es Barcelona,4,4,343,3.8,0,2021-2022,UEFA
Robert Lewandowski,de Bayern Munich,10,10,874,9.7,13,2021-2022,UEFA
Oscar Lewicki,se Malmö,2,1,124,1.4,0,2021-2022,UEFA
Bohdan Liedniev,ua Dynamo Kyiv,1,0,10,0.1,0,2021-2022,UEFA
Matthijs de Ligt,it Juventus,7,7,625,6.9,0,2021-2022,UEFA
Isaac Lihadji,fr Lille,3,0,25,0.3,0,2021-2022,UEFA
Victor Lindelöf,eng Manchester Utd,5,5,425,4.7,0,2021-2022,UEFA
Jesse Lingard,eng Manchester Utd,4,1,118,1.3,0,2021-2022,UEFA
Marcos Llorente,es Atlético Madrid,9,8,700,7.8,0,2021-2022,UEFA
Giovani Lo Celso,es Villarreal,6,6,523,5.8,0,2021-2022,UEFA
Manuel Locatelli,it Juventus,7,7,534,5.9,0,2021-2022,UEFA
Renan Lodi,es Atlético Madrid,10,4,482,5.4,1,2021-2022,UEFA
Ruben Loftus-Cheek,eng Chelsea,8,2,363,4.0,0,2021-2022,UEFA
Matteo Lovato,it Atalanta,1,0,45,0.5,0,2021-2022,UEFA
Dejan Lovren,ru Zenit,4,4,315,3.5,0,2021-2022,UEFA
José Luis Palomino,it Atalanta,5,5,450,5.0,1,2021-2022,UEFA
Romelu Lukaku,eng Chelsea,6,4,320,3.6,2,2021-2022,UEFA
Dodi Lukebakio,de Wolfsburg,6,2,299,3.3,0,2021-2022,UEFA
Fabian Lustenberger,ch Young Boys,1,1,90,1.0,0,2021-2022,UEFA
Quentin Maceiras,ch Young Boys,3,1,115,1.3,0,2021-2022,UEFA
Harry Maguire,eng Manchester Utd,6,6,533,5.9,1,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Riyad Mahrez,eng Manchester City,12,11,983,10.9,7,2021-2022,UEFA
Nico Maier,ch Young Boys,1,0,4,0.0,0,2021-2022,UEFA
Mike Maignan,it Milan,3,3,270,3.0,0,2021-2022,UEFA
Malcom,ru Zenit,6,5,432,4.8,0,2021-2022,UEFA
Daniel Maldini,it Milan,3,0,23,0.3,0,2021-2022,UEFA
Donyell Malen,de Dortmund,6,5,390,4.3,3,2021-2022,UEFA
Ruslan Malinovskyi,it Atalanta,5,3,301,3.3,1,2021-2022,UEFA
Felix Mambimbi,ch Young Boys,4,0,63,0.7,0,2021-2022,UEFA
Reinildo Mandava,fr Lille,6,5,457,5.1,0,2021-2022,UEFA
Reinildo Mandava,es Atlético Madrid,4,4,360,4.0,0,2021-2022,UEFA
Aïssa Mandi,es Villarreal,2,0,26,0.3,0,2021-2022,UEFA
Sadio Mané,eng Liverpool,13,11,818,9.1,5,2021-2022,UEFA
Faitout Maouassa,be Club Brugge,1,0,1,0.0,0,2021-2022,UEFA
Iván Marcano,pt Porto,2,1,127,1.4,0,2021-2022,UEFA
Marcelo,es Real Madrid,3,0,96,1.1,0,2021-2022,UEFA
José María Giménez,es Atlético Madrid,7,6,585,6.5,0,2021-2022,UEFA
Mariano,es Real Madrid,1,0,13,0.1,0,2021-2022,UEFA
João Mário,pt Benfica,8,6,489,5.4,0,2021-2022,UEFA
João Mário Lopes,pt Porto,4,4,350,3.9,0,2021-2022,UEFA
Marlon,ua Shakhtar,5,5,450,5.0,0,2021-2022,UEFA
Marlos,ua Shakhtar,6,1,209,2.3,0,2021-2022,UEFA
Marquinhos,fr Paris S-G,8,8,720,8.0,0,2021-2022,UEFA
Anthony Martial,eng Manchester Utd,2,1,67,0.7,0,2021-2022,UEFA
Josep Martinez,de RB Leipzig,1,1,90,1.0,0,2021-2022,UEFA
Lautaro Martínez,it Inter,8,8,580,6.4,1,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Lisandro Martínez,nl Ajax,8,8,720,8.0,0,2021-2022,UEFA
Toni Martínez,pt Porto,6,2,146,1.6,0,2021-2022,UEFA
Christopher Martins,ch Young Boys,5,5,417,4.6,0,2021-2022,UEFA
Clinton Mata,be Club Brugge,6,6,527,5.9,0,2021-2022,UEFA
Juan Mata,eng Manchester Utd,3,1,96,1.1,0,2021-2022,UEFA
Nemanja Mati?,eng Manchester Utd,8,1,200,2.2,0,2021-2022,UEFA
Joël Matip,eng Liverpool,7,7,630,7.0,0,2021-2022,UEFA
Mykola Matviyenko,ua Shakhtar,4,4,360,4.0,0,2021-2022,UEFA
Eric Maxim Choupo-Moting,de Bayern Munich,4,0,52,0.6,1,2021-2022,UEFA
Maycon,ua Shakhtar,6,5,474,5.3,0,2021-2022,UEFA
Noussair Mazraoui,nl Ajax,8,8,657,7.3,0,2021-2022,UEFA
Kevin Mbabu,de Wolfsburg,6,4,328,3.6,0,2021-2022,UEFA
Noah Mbamba,be Club Brugge,3,0,58,0.6,0,2021-2022,UEFA
Kylian Mbappé,fr Paris S-G,8,8,671,7.5,6,2021-2022,UEFA
Chancel Mbemba,pt Porto,5,5,449,5.0,0,2021-2022,UEFA
Luke Mbete-Tatu,eng Manchester City,1,0,7,0.1,0,2021-2022,UEFA
James Mcatee,eng Manchester City,1,0,45,0.5,0,2021-2022,UEFA
Weston McKennie,it Juventus,6,4,389,4.3,0,2021-2022,UEFA
Scott McTominay,eng Manchester Utd,5,5,397,4.4,0,2021-2022,UEFA
Brandon Mechele,be Club Brugge,3,1,133,1.5,0,2021-2022,UEFA
Soualiho Meïté,pt Benfica,3,1,156,1.7,0,2021-2022,UEFA
Arthur Melo,it Juventus,6,2,268,3.0,0,2021-2022,UEFA
Memphis,es Barcelona,6,6,524,5.8,0,2021-2022,UEFA
Nuno Mendes,fr Paris S-G,8,7,580,6.4,0,2021-2022,UEFA
Edouard Mendy,eng Chelsea,9,9,840,9.3,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Ferland Mendy,es Real Madrid,10,10,864,9.6,0,2021-2022,UEFA
Teden Mengi,eng Manchester Utd,1,0,30,0.3,0,2021-2022,UEFA
Umut Mera?,tr Be?ikta?,3,3,252,2.8,0,2021-2022,UEFA
Elia Meschak,ch Young Boys,6,6,486,5.4,1,2021-2022,UEFA
Lionel Messi,fr Paris S-G,7,7,630,7.0,5,2021-2022,UEFA
Junior Messias,it Milan,2,1,116,1.3,1,2021-2022,UEFA
Thomas Meunier,de Dortmund,6,6,483,5.4,0,2021-2022,UEFA
Simon Mignolet,be Club Brugge,6,6,540,6.0,0,2021-2022,UEFA
Éder Militão,es Real Madrid,12,12,"1,074",11.9,0,2021-2022,UEFA
James Milner,eng Liverpool,8,3,213,2.4,0,2021-2022,UEFA
Takumi Minamino,eng Liverpool,4,2,217,2.4,0,2021-2022,UEFA
Óscar Mingueza,es Barcelona,5,2,222,2.5,0,2021-2022,UEFA
Rafa Mir,es Sevilla,6,3,272,3.0,1,2021-2022,UEFA
Aleksei Miranchuk,it Atalanta,2,0,35,0.4,0,2021-2022,UEFA
Fabio Miretti,it Juventus,1,0,1,0.0,0,2021-2022,UEFA
Luka Modri?,es Real Madrid,13,12,"1,073",11.9,0,2021-2022,UEFA
Kudus Mohammed,nl Ajax,2,0,25,0.3,0,2021-2022,UEFA
Niklas Moisander,se Malmö,3,2,188,2.1,0,2021-2022,UEFA
Francisco Montero,tr Be?ikta?,4,4,305,3.4,1,2021-2022,UEFA
Gonzalo Montiel,es Sevilla,4,2,187,2.1,0,2021-2022,UEFA
Wesley Moraes,be Club Brugge,2,0,28,0.3,0,2021-2022,UEFA
Álvaro Morata,it Juventus,7,6,517,5.7,2,2021-2022,UEFA
Morato,pt Benfica,2,2,180,2.0,1,2021-2022,UEFA
Alberto Moreno,es Villarreal,7,3,311,3.5,1,2021-2022,UEFA
Gerard Moreno,es Villarreal,7,6,523,5.8,2,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Ilaix Moriba,de RB Leipzig,3,0,63,0.7,0,2021-2022,UEFA
Tyler Morton,eng Liverpool,2,2,180,2.0,0,2021-2022,UEFA
Andrei Mostovoy,ru Zenit,5,1,152,1.7,0,2021-2022,UEFA
Youssoufa Moukoko,de Dortmund,1,0,21,0.2,0,2021-2022,UEFA
Mason Mount,eng Chelsea,7,5,539,6.0,1,2021-2022,UEFA
Mykhailo Mudryk,ua Shakhtar,6,1,182,2.0,0,2021-2022,UEFA
Nordi Mukiele,de RB Leipzig,6,6,483,5.4,1,2021-2022,UEFA
Thomas Müller,de Bayern Munich,10,9,776,8.6,4,2021-2022,UEFA
Luis Muriel,it Atalanta,5,1,132,1.5,1,2021-2022,UEFA
Jamal Musiala,de Bayern Munich,8,5,449,5.0,1,2021-2022,UEFA
Juan Musso,it Atalanta,6,6,540,6.0,0,2021-2022,UEFA
Vitaliy Mykolenko,ua Dynamo Kyiv,5,5,450,5.0,0,2021-2022,UEFA
Joakim Mæhle,it Atalanta,5,4,435,4.8,0,2021-2022,UEFA
Georges-Kévin N'Koudou,tr Be?ikta?,1,1,90,1.0,0,2021-2022,UEFA
Fabrice N'Sakala,tr Be?ikta?,3,3,270,3.0,0,2021-2022,UEFA
Stanley N'Soki,be Club Brugge,6,6,483,5.4,0,2021-2022,UEFA
Nacho,es Real Madrid,9,5,575,6.4,0,2021-2022,UEFA
Adi Nalic,se Malmö,5,0,88,1.0,0,2021-2022,UEFA
Sebastian Nanasi,se Malmö,2,1,89,1.0,0,2021-2022,UEFA
Jesús Navas,es Sevilla,4,4,330,3.7,0,2021-2022,UEFA
Keylor Navas,fr Paris S-G,3,3,270,3.0,0,2021-2022,UEFA
Flávio Nazinho,pt Sporting CP,2,0,21,0.2,0,2021-2022,UEFA
David Neres,nl Ajax,5,2,205,2.3,1,2021-2022,UEFA
Luís Neto,pt Sporting CP,6,4,368,4.1,0,2021-2022,UEFA
Manuel Neuer,de Bayern Munich,9,9,810,9.0,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Neymar,fr Paris S-G,6,5,469,5.2,0,2021-2022,UEFA
Moumi Ngamaleu,ch Young Boys,6,6,531,5.9,1,2021-2022,UEFA
Tanguy Nianzou,de Bayern Munich,4,2,213,2.4,0,2021-2022,UEFA
Lasse Nielsen,se Malmö,5,5,450,5.0,0,2021-2022,UEFA
Saúl Ñíguez,eng Chelsea,5,1,161,1.8,0,2021-2022,UEFA
Boban Nikolov,md Sheriff Tiraspol,5,0,99,1.1,1,2021-2022,UEFA
Rasmus Nissen,at RB Salzburg,8,8,720,8.0,0,2021-2022,UEFA
Christopher Nkunku,de RB Leipzig,6,6,530,5.9,7,2021-2022,UEFA
Felix Nmecha,de Wolfsburg,2,0,38,0.4,0,2021-2022,UEFA
Lukas Nmecha,de Wolfsburg,5,3,324,3.6,2,2021-2022,UEFA
Hugo Novoa,de RB Leipzig,1,0,25,0.3,0,2021-2022,UEFA
Matheus Nunes,pt Sporting CP,6,6,508,5.6,0,2021-2022,UEFA
Darwin Núñez,pt Benfica,10,6,614,6.8,6,2021-2022,UEFA
Jan Oblak,es Atlético Madrid,10,10,900,10.0,0,2021-2022,UEFA
Lucas Ocampos,es Sevilla,6,5,461,5.1,1,2021-2022,UEFA
Noah Okafor,at RB Salzburg,6,5,341,3.8,3,2021-2022,UEFA
Sérgio Oliveira,pt Porto,6,4,298,3.3,1,2021-2022,UEFA
Dani Olmo,de RB Leipzig,2,1,88,1.0,0,2021-2022,UEFA
Martin Olsson,se Malmö,6,2,288,3.2,0,2021-2022,UEFA
Amadou Onana,fr Lille,8,2,260,2.9,0,2021-2022,UEFA
André Onana,nl Ajax,2,2,180,2.0,0,2021-2022,UEFA
Jérôme Onguéné,at RB Salzburg,5,5,436,4.8,0,2021-2022,UEFA
Willi Orban,de RB Leipzig,4,4,315,3.5,0,2021-2022,UEFA
Divock Origi,eng Liverpool,7,2,187,2.1,1,2021-2022,UEFA
Nicolás Otamendi,pt Benfica,9,9,810,9.0,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Otávio,pt Porto,6,6,447,5.0,0,2021-2022,UEFA
Paulo Otávio,de Wolfsburg,4,2,171,1.9,0,2021-2022,UEFA
Alex Oxlade-Chamberlain,eng Liverpool,6,3,301,3.3,0,2021-2022,UEFA
Magomed Ozdoyev,ru Zenit,1,0,12,0.1,1,2021-2022,UEFA
O?uzhan Özyakup,tr Be?ikta?,2,0,53,0.6,0,2021-2022,UEFA
João Palhinha,pt Sporting CP,6,6,533,5.9,0,2021-2022,UEFA
Cole Palmer,eng Manchester City,3,0,42,0.5,1,2021-2022,UEFA
Leandro Paredes,fr Paris S-G,5,4,315,3.5,0,2021-2022,UEFA
Daniel Parejo,es Villarreal,12,12,"1,053",11.7,1,2021-2022,UEFA
Mario Pašali?,it Atalanta,5,3,219,2.4,1,2021-2022,UEFA
Felix Passlack,de Dortmund,2,0,62,0.7,0,2021-2022,UEFA
Remko Pasveer,nl Ajax,6,6,540,6.0,0,2021-2022,UEFA
Alan Patrick,ua Shakhtar,4,3,266,3.0,0,2021-2022,UEFA
Paulinho,pt Sporting CP,8,7,578,6.4,3,2021-2022,UEFA
Benjamin Pavard,de Bayern Munich,10,9,762,8.5,0,2021-2022,UEFA
Alfonso Pedraza,es Villarreal,10,4,434,4.8,0,2021-2022,UEFA
Pedri,es Barcelona,2,2,157,1.7,0,2021-2022,UEFA
Pedrinho,ua Shakhtar,4,4,342,3.8,0,2021-2022,UEFA
Jordan Pefok,ch Young Boys,6,4,339,3.8,2,2021-2022,UEFA
Luca Pellegrini,it Juventus,1,0,4,0.0,0,2021-2022,UEFA
Carlos de Pena,ua Dynamo Kyiv,6,5,373,4.1,0,2021-2022,UEFA
Rubén Peña,es Villarreal,2,0,18,0.2,0,2021-2022,UEFA
Sergio Peña,se Malmö,5,3,280,3.1,0,2021-2022,UEFA
Pepê,pt Porto,3,0,37,0.4,0,2021-2022,UEFA
Pepe,pt Porto,5,5,347,3.9,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Danilo Pereira,fr Paris S-G,7,3,362,4.0,0,2021-2022,UEFA
Mattia Perin,it Juventus,1,1,90,1.0,0,2021-2022,UEFA
Ivan Periši?,it Inter,8,6,530,5.9,0,2021-2022,UEFA
Pavao Pervan,de Wolfsburg,1,1,90,1.0,0,2021-2022,UEFA
Matteo Pessina,it Atalanta,4,3,211,2.3,1,2021-2022,UEFA
Giuseppe Pezzella,it Atalanta,3,0,58,0.6,0,2021-2022,UEFA
Maximilian Philipp,de Wolfsburg,2,1,90,1.0,0,2021-2022,UEFA
Nathaniel Phillips,eng Liverpool,2,1,91,1.0,0,2021-2022,UEFA
Kamil Pi?tkowski,at RB Salzburg,2,0,85,0.9,0,2021-2022,UEFA
Yeremi Pino,es Villarreal,7,6,426,4.7,1,2021-2022,UEFA
Gerard Piqué,es Barcelona,5,5,392,4.4,1,2021-2022,UEFA
Pizzi,pt Benfica,6,2,158,1.8,0,2021-2022,UEFA
Miralem Pjani?,tr Be?ikta?,3,3,260,2.9,0,2021-2022,UEFA
Paul Pogba,eng Manchester Utd,6,4,346,3.8,0,2021-2022,UEFA
Marin Pongra?i?,de Dortmund,5,1,174,1.9,0,2021-2022,UEFA
Pedro Porro,pt Sporting CP,7,7,524,5.8,1,2021-2022,UEFA
Yussuf Poulsen,de RB Leipzig,4,1,149,1.7,0,2021-2022,UEFA
Riqui Puig,es Barcelona,1,0,18,0.2,0,2021-2022,UEFA
Christian Pulisic,eng Chelsea,7,4,366,4.1,2,2021-2022,UEFA
Andriy Pyatov,ua Shakhtar,3,3,265,2.9,0,2021-2022,UEFA
Dani Raba,es Villarreal,1,0,12,0.1,0,2021-2022,UEFA
Adrien Rabiot,it Juventus,7,6,536,6.0,0,2021-2022,UEFA
Stjepan Radelji?,md Sheriff Tiraspol,3,0,81,0.9,0,2021-2022,UEFA
Nemanja Radonji?,pt Benfica,1,0,32,0.4,0,2021-2022,UEFA
Erdal Rakip,se Malmö,6,4,272,3.0,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Ivan Rakiti?,es Sevilla,5,3,276,3.1,2,2021-2022,UEFA
Yaroslav Rakitskiy,ru Zenit,6,6,494,5.5,1,2021-2022,UEFA
Eric Ramírez,ua Dynamo Kyiv,2,0,18,0.2,0,2021-2022,UEFA
Gonçalo Ramos,pt Benfica,7,4,371,4.1,1,2021-2022,UEFA
Aaron Ramsey,it Juventus,2,0,16,0.2,0,2021-2022,UEFA
Andrea Ranocchia,it Inter,3,1,100,1.1,0,2021-2022,UEFA
Marcus Rashford,eng Manchester Utd,5,3,256,2.8,1,2021-2022,UEFA
Ante Rebi?,it Milan,2,2,115,1.3,1,2021-2022,UEFA
Reinier,de Dortmund,3,1,126,1.4,0,2021-2022,UEFA
Matheus Reis,pt Sporting CP,8,7,607,6.7,0,2021-2022,UEFA
Karim Rekik,es Sevilla,4,1,125,1.4,0,2021-2022,UEFA
Devyne Rensch,nl Ajax,5,0,75,0.8,0,2021-2022,UEFA
Marco Reus,de Dortmund,6,6,497,5.5,3,2021-2022,UEFA
Federico Ricca,be Club Brugge,4,1,166,1.8,0,2021-2022,UEFA
Omar Richards,de Bayern Munich,4,0,56,0.6,0,2021-2022,UEFA
Fabian Rieder,ch Young Boys,6,3,272,3.0,1,2021-2022,UEFA
Søren Rieks,se Malmö,3,3,220,2.4,1,2021-2022,UEFA
Mats Rits,be Club Brugge,6,5,413,4.6,2,2021-2022,UEFA
Sergi Roberto,es Barcelona,3,2,168,1.9,0,2021-2022,UEFA
Andrew Robertson,eng Liverpool,10,9,826,9.2,0,2021-2022,UEFA
Marc Roca,de Bayern Munich,4,0,81,0.9,0,2021-2022,UEFA
Rodri,eng Manchester City,10,10,838,9.3,0,2021-2022,UEFA
Óscar Rodríguez Arnaiz,es Sevilla,1,0,23,0.3,0,2021-2022,UEFA
Rodrygo,es Real Madrid,11,4,507,5.6,5,2021-2022,UEFA
Alessio Romagnoli,it Milan,5,4,393,4.4,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Iván Romero,es Sevilla,1,0,21,0.2,0,2021-2022,UEFA
Cristiano Ronaldo,eng Manchester Utd,7,7,610,6.8,6,2021-2022,UEFA
Marten de Roon,it Atalanta,6,6,482,5.4,0,2021-2022,UEFA
Valentin Rosier,tr Be?ikta?,5,4,405,4.5,0,2021-2022,UEFA
Jérôme Roussillon,de Wolfsburg,6,4,361,4.0,0,2021-2022,UEFA
Antonio Rüdiger,eng Chelsea,9,9,840,9.3,1,2021-2022,UEFA
Daniele Rugani,it Juventus,4,2,179,2.0,0,2021-2022,UEFA
Gerónimo Rulli,es Villarreal,12,12,"1,080",12.0,0,2021-2022,UEFA
Serdar Saatç?,tr Be?ikta?,1,1,90,1.0,0,2021-2022,UEFA
Marcel Sabitzer,de Bayern Munich,5,1,136,1.5,0,2021-2022,UEFA
Alexis Saelemaekers,it Milan,6,5,443,4.9,0,2021-2022,UEFA
Mohamed Salah,eng Liverpool,13,12,"1,004",11.2,8,2021-2022,UEFA
Renato Sanches,fr Lille,5,5,404,4.5,0,2021-2022,UEFA
Alexis Sánchez,it Inter,6,1,159,1.8,1,2021-2022,UEFA
Jadon Sancho,eng Manchester Utd,7,5,392,4.4,1,2021-2022,UEFA
Cisse Sandra,be Club Brugge,1,1,55,0.6,0,2021-2022,UEFA
Alex Sandro,it Juventus,7,7,552,6.1,1,2021-2022,UEFA
Leroy Sané,de Bayern Munich,10,9,795,8.8,6,2021-2022,UEFA
Douglas Santos,ru Zenit,5,5,443,4.9,0,2021-2022,UEFA
Nuno Santos,pt Sporting CP,7,2,220,2.4,1,2021-2022,UEFA
Zaidu Sanusi,pt Porto,6,5,387,4.3,0,2021-2022,UEFA
Pablo Sarabia,pt Sporting CP,8,6,506,5.6,2,2021-2022,UEFA
Bouna Sarr,de Bayern Munich,5,0,128,1.4,0,2021-2022,UEFA
Malang Sarr,eng Chelsea,2,1,101,1.1,0,2021-2022,UEFA
Charlie Savage,eng Manchester Utd,1,0,2,0.0,0,2021-2022,UEFA
,,,,,,,2021-2022,UEFA
Stefan Savi?,es Atlético Madrid,5,5,450,5.0,0,2021-2022,UEFA
Nico Schulz,de Dortmund,4,3,196,2.2,0,2021-2022,UEFA
Perr Schuurs,nl Ajax,3,2,145,1.6,0,2021-2022,UEFA
Haris Seferovi?,pt Benfica,1,0,10,0.1,0,2021-2022,UEFA
Nicolas Seiwald,at RB Salzburg,8,8,646,7.2,0,2021-2022,UEFA
Stefano Sensi,it Inter,2,0,11,0.1,0,2021-2022,UEFA
Javier Serrano,es Atlético Madrid,1,0,16,0.2,0,2021-2022,UEFA
Benjamin Šeško,at RB Salzburg,6,2,235,2.6,0,2021-2022,UEFA
Artem Shabanov,ua Dynamo Kyiv,1,1,90,1.0,0,2021-2022,UEFA
Mykola Shaparenko,ua Dynamo Kyiv,6,6,485,5.4,0,2021-2022,UEFA
Luke Shaw,eng Manchester Utd,5,5,396,4.4,0,2021-2022,UEFA
Volodymyr Shepelyev,ua Dynamo Kyiv,2,0,55,0.6,0,2021-2022,UEFA
Oleksiy Shevchenko,ua Shakhtar,1,0,5,0.1,0,2021-2022,UEFA
Ilya Shkurin,ua Dynamo Kyiv,2,2,103,1.1,0,2021-2022,UEFA
